key,R,adam,best,alpha_best,rho_best,kappa_best,alpha_det,aGN,L0
"('box2', 0, 0)",0.2786887998323607,1.607286758897039,0.824835983276327,30,0.5,5.0,30,-41.166963969495406,2.1017781747586404
"('box2', 0, 50)",0.25995268617945694,0.42942649540121164,0.30015297460621204,30,0.5,5.0,30,-49.49664095993898,0.36043903994492404
"('box2', 0, 60)",0.2699665212712278,0.5636722585683998,0.29599469624138963,30,0.5,5.0,30,-33.11462602390805,0.31006751747548245
"('box2', 0, 100)",0.16305898757488668,0.28350396425561714,0.12706087541204206,30,0.5,5.0,30,-28.837183095099444,0.15364149833286195
"('box2', 0, 150)",0.23880304262266355,0.06699413305840182,0.0422183323968667,15,0.5,5.0,5,23.518945737647435,0.052466286102675855
"('box2', 0, 200)",0.21008693986912982,0.09530419071587408,0.010025397555574116,-20,0.5,5.0,-20,3.2857689340939955,0.010620081359308083
"('box2', 0, 250)",0.21818381197412617,0.003258246711555018,0.0012150784981584388,-5,0.5,5.0,0,22.501471313403908,0.0016002195314359588
"('box2', 0, 300)",0.12131232902100451,0.0007940738194106674,0.00038353574852912156,5,0.5,5.0,5,36.235836298818285,0.00042290492647076435
"('box2', 0, 350)",0.13828246452525125,0.0005526070621020725,0.0002337204536973306,30,0.5,5.0,30,-106.61661492923965,0.00024412167297329173
"('box2', 0, 400)",0.1935849970905766,0.0002558484027162428,0.00020383984452994035,30,0.5,5.0,30,-109.18481723814143,0.00020919920137565064
"('box2', 0, 450)",0.20830268749329114,0.00021625549716795364,0.0001892535525399532,30,0.5,5.0,30,-99.92225567257607,0.00019422857643229113
"('box2', 0, 500)",0.21236107673099883,0.00020625988612498852,0.00017771898523376964,30,0.5,20.0,30,-98.05101673629382,0.00018249841982267235
"('box2', 0, 550)",0.21361732171418019,0.0002031470887298192,0.00016644601226182984,20,0.5,5.0,30,-97.95508533008798,0.0001713117598418609
"('box2', 0, 600)",0.2143626869467232,0.00020371925094422617,0.00015541623471276676,30,0.5,5.0,30,-98.18732079585656,0.00016022234332977494
"('box2', 0, 650)",0.21504621959203887,0.00020772978659185058,0.00014450131744577383,30,0.5,20.0,30,-98.47649811749501,0.00014922233492415359
"('box2', 0, 700)",0.21573799453957496,0.00021557062711366343,0.00013417932003700902,30,0.5,5.0,30,-98.77725132387417,0.00013837827165279567
"('box2', 0, 750)",0.216437540415876,0.00022787428111635712,0.0001238917505537533,30,0.5,inf,30,-99.08352318911852,0.00012776066415701208
"('box2', 0, 800)",0.21713474184244158,0.0002454071466989476,0.00011362092673892465,30,0.5,20.0,30,-99.39770399001173,0.00011743346005640664
"('box2', 0, 850)",0.2178393328434821,0.00026904508699404395,0.00010364052675923782,30,0.5,10.0,30,-99.7137074572119,0.00010745430176138711
"('box2', 0, 900)",0.21854146874715283,0.00029961837872149484,9.453772885117059e-05,30,0.5,5.0,30,-100.03335140724155,9.787230352262653e-05
"('box2', 0, 950)",0.2192403998355959,0.00033805934842007457,8.562121051804782e-05,30,0.5,5.0,30,-100.3541565358674,8.872886582163633e-05
"('box2', 0, 1000)",0.21993410203790298,0.0003853886124957252,7.759703594699139e-05,30,0.5,20.0,30,-100.6739434742499,8.005751483934544e-05
"('box2', 0, 1050)",0.22060422946988167,0.00044262964928613245,6.939871877325453e-05,30,0.5,5.0,30,-100.99789378102231,7.188434336162974e-05
"('box2', 0, 1100)",0.2212770511990583,0.0005106883073899024,6.18316356907473e-05,30,0.5,5.0,30,-101.31579180607169,6.422761832315783e-05
"('box2', 0, 1150)",0.22192557239722296,0.0005909905021447914,5.4825113619366836e-05,30,0.5,10.0,30,-101.6301471154108,5.709874513409605e-05
"('box2', 0, 1200)",0.22256165337432782,0.0006846115510217041,4.8627456557382375e-05,30,0.5,5.0,30,-101.94286934235164,5.050179077707878e-05
"('box2', 0, 1250)",0.22318084872237584,0.0007927761776028138,4.307725381289352e-05,30,0.5,5.0,30,-102.24741263830543,4.443475038899124e-05
"('box2', 0, 1300)",0.2237718569564339,0.0009157226194449637,3.7761738874003607e-05,30,0.5,10.0,30,-102.55316914172192,3.8889435181668126e-05
"('box2', 0, 1350)",0.2243614621078298,0.001056657265132237,3.25853385599903e-05,30,0.5,5.0,30,-102.8438540228869,3.385257155895501e-05
"('box2', 0, 1400)",0.2249088100984903,0.001214248367689286,2.8327472802395645e-05,30,0.5,5.0,30,-103.1304370731947,2.9306175981613207e-05
"('box2', 0, 1450)",0.22543700349891685,0.001391127401492629,2.4823808329723773e-05,30,0.5,5.0,30,-103.41085843649083,2.5228634946346196e-05
"('box2', 0, 1500)",0.2259344032767922,0.0015877026372024413,2.118684494230069e-05,30,0.5,5.0,30,-103.68785050815903,2.159465865963965e-05
"('box2', 0, 1550)",0.22642206533584677,0.001804386517247731,1.8358343418044743e-05,30,0.5,5.0,30,-103.94572795011645,1.837696159958511e-05
"('box2', 0, 1600)",0.22686017171088707,0.002042179955483285,1.528810548197406e-05,30,0.5,5.0,30,-104.19884198239694,1.5546691790651836e-05
"('box2', 0, 1650)",0.22729269184383222,0.00230209878107085,1.2976215868049343e-05,30,0.5,10.0,30,-104.44004772098934,1.3073361298518969e-05
"('box2', 0, 1700)",0.2276921352180427,0.0025839798433804316,1.0691466084167714e-05,30,0.5,5.0,30,-104.67039540798301,1.0926238091279089e-05
"('box2', 0, 1750)",0.22805979881134597,0.002887555437680925,9.477737122188247e-06,30,0.5,50.0,30,-104.89072732850059,9.074888844507023e-06
"('box2', 0, 1800)",0.2284340231011616,0.0032119687272646378,7.699175208609003e-06,30,0.5,5.0,30,-105.09679673138967,7.489752706196442e-06
"('box2', 0, 1850)",0.2287244500515727,0.0035543405371305085,6.334965946572555e-06,30,0.5,5.0,30,-105.31681502965715,6.1415258218544885e-06
"('box2', 0, 1900)",0.22904269194452698,0.003923229404275958,5.388395921510342e-06,30,0.5,10.0,30,-105.49287056287241,5.003084819140875e-06
"('box2', 0, 1950)",0.22932045045387112,0.004305693618108479,4.340369497068163e-06,30,0.5,5.0,30,-105.67777594470606,4.048311904047114e-06
"('box2', 1, 0)",0.6518549055169004,2.433003619416642,1.0867636730030052,-30,0.5,5.0,-30,13.583208465673174,2.335751037568559
"('box2', 1, 10)",0.6530822004356619,0.982872656394254,0.6654722031285294,30,0.5,5.0,-30,44.84933996128257,0.9335908689426267
"('box2', 1, 20)",0.6126521021777843,0.8156999310492778,0.5081698077253417,30,0.5,5.0,30,62.5191259761114,0.47014898899020385
"('box2', 1, 50)",0.43430606923261916,0.5234319411894166,0.2939043299257197,30,0.5,5.0,30,-147.44793409704164,0.25009897184348384
"('box2', 1, 100)",0.3256566438451135,0.2842304059506893,0.0937560642133958,30,0.5,5.0,30,-29.261320355277885,0.07894761772319976
"('box2', 1, 150)",0.2688380372243431,0.05648556243429585,0.018217318744816684,30,0.5,5.0,-10,-39.88364853422453,0.02100550112842394
"('box2', 1, 200)",0.1858238394922788,0.03259033194161181,0.005478075509358334,30,0.5,5.0,30,5.227112456067304,0.0066577788632845745
"('box2', 1, 250)",0.17706981583676445,0.012328509422476385,0.003860263805483008,-20,0.75,inf,-30,-26.43242163049758,0.0043477627453572115
"('box2', 1, 300)",0.16689098321117646,0.0041291778372847115,0.003515142296892481,-30,1.0,10.0,-20,52.87627949214472,0.003799235633016024
"('box2', 1, 350)",0.16142736008394437,0.003495897774488345,0.0032842592227351392,-30,1.5,5.0,-30,44.57751073168164,0.003536021429218729
"('box2', 1, 400)",0.1555476204347667,0.0034888655506558467,0.003109214643541795,-30,1.5,10.0,-30,23.40865274257266,0.0033252202257527236
"('box2', 1, 450)",0.15323085006845746,0.004018067571506345,0.0029001680967434317,-30,1.25,20.0,-10,-8.762901044189746,0.0031229615078177306
"('box2', 1, 500)",0.15215935189194513,0.005895134498896568,0.002705969265868492,-30,1.25,5.0,-30,129.1530517920074,0.002921024639472407
"('box2', 1, 550)",0.1517982839337979,0.010702815488308603,0.002489876358186828,-20,1.25,20.0,-15,130.09735531602217,0.00271898702796632
"('box2', 1, 600)",0.15213707482843716,0.02047850341564885,0.002351360018798368,-20,1.25,5.0,-30,131.16842368413518,0.0025181975279236586
"('box2', 1, 650)",0.15335319886430268,0.03655839485237379,0.0021396283411548207,-20,1.5,5.0,-30,132.34450217131248,0.0023202954800738717
"('box2', 1, 700)",0.15437572766287921,0.05842133923489549,0.0019607421315570106,-30,1.0,50.0,-30,133.60886098912968,0.0021268500088301298
"('box2', 1, 750)",0.15517340174152197,0.08437907100725606,0.0017934301944481513,-30,1.25,5.0,-30,134.9327110253549,0.00193928775299788
"('box2', 1, 800)",0.15577166238759638,0.11232841131155955,0.0016091730579701528,-30,1.25,5.0,-30,-14.489302855007756,0.0017588492160154935
"('box2', 1, 850)",0.15673618071961143,0.14073871806967775,0.0014328823196069983,-30,1.25,5.0,-30,-15.804218099618963,0.0015865876339100221
"('box2', 1, 900)",0.1584950926855097,0.16884381132228984,0.0012944950858056214,-30,1.0,20.0,-30,-17.059067638753604,0.0014233559132532491
"('box2', 1, 950)",0.1603633236223128,0.1960196693567467,0.001156609830721864,-30,1.0,inf,-30,-18.238773331223925,0.0012698156382167365
"('box2', 1, 1000)",0.16228851683448695,0.22136076305295185,0.001018876370049331,-30,1.0,5.0,-30,-19.333848182700088,0.0011264347101769888
"('box2', 1, 1050)",0.16421136485955365,0.24362378914649216,0.0009006186139754662,-30,1.0,inf,-30,-20.339726669793357,0.0009935065299864116
"('box2', 1, 1100)",0.16609391116503033,0.266991534804571,0.0007919121737823612,-30,1.0,50.0,-30,-21.254902202266656,0.0008711533959732084
"('box2', 1, 1150)",0.16789412974685697,0.2867672356844829,0.0006986292185011909,-30,1.0,inf,-30,-22.084900560728265,0.0007593422182692303
"('box2', 1, 1200)",0.16957259895852683,0.30701655455902627,0.0005939655502530782,-30,1.0,50.0,-30,-22.84071771388625,0.0006579005549400288
"('box2', 1, 1250)",0.1711008076939203,0.32570814399013726,0.0005052293058082993,-30,1.0,5.0,-30,-23.06857254217182,0.0005665313339482776
"('box2', 1, 1300)",0.17246559678566217,0.34208066402912846,0.00044230788931583757,-30,0.75,10.0,-30,-22.323339442459616,0.0004848303118714033
"('box2', 1, 1350)",0.1736538160871605,0.3604078317157055,0.0003669135097797169,-20,1.0,5.0,-30,-21.641885670600733,0.00041230914983339686
"('box2', 1, 1400)",0.17466749249648555,0.37693860347435415,0.000322193701130539,-30,0.75,inf,-30,-21.016442047695236,0.00034840599789617464
"('box2', 1, 1450)",0.17550527088743575,0.39157577954582806,0.0002554118799846778,-10,1.0,5.0,-30,-20.44046205705393,0.00029251137378174575
"('box2', 1, 1500)",0.17618095765940767,0.40812996461423656,0.00021947842202717097,-30,0.75,20.0,-30,-19.905375989918703,0.00024398298465345064
"('box2', 1, 1550)",0.1767106906814436,0.4228463180541717,0.00018472205315633216,-30,0.75,5.0,-30,-19.40874367575457,0.00020216189124151653
"('box2', 1, 1600)",0.17710501406110238,0.43987793474798276,0.0001532798751303147,-30,0.5,10.0,-30,-18.94303842413313,0.00016638933239558366
"('box2', 1, 1650)",0.1773764157797572,0.45191217539458217,0.00012436475254931455,-30,0.5,20.0,-30,-18.505570394968313,0.0001360192630161154
"('box2', 1, 1700)",0.1775501533919797,0.464773963744335,0.00010146247920557287,-30,0.5,5.0,-30,148.28463805219877,0.0001104297133754144
"('box2', 1, 1750)",0.17763546102066524,0.4781131235812248,7.895617681699427e-05,-30,0.75,10.0,-30,148.41345797875945,8.902988098982892e-05
"('box2', 1, 1800)",0.1776470570410741,0.49205534914505583,6.615272826332965e-05,-30,0.75,5.0,-30,148.50992741470935,7.127043045314677e-05
"('box2', 1, 1850)",0.17760412990137633,0.5051109377282299,5.426951622881078e-05,-30,0.5,10.0,-30,148.5838243105199,5.664473817120783e-05
"('box2', 1, 1900)",0.17752328893480082,0.5157633172648637,4.201887966072576e-05,-30,0.5,5.0,-30,148.63668506787332,4.469200325645557e-05
"('box2', 1, 1950)",0.17739478563800756,0.526818790078418,3.2877663378044334e-05,-30,0.5,10.0,-30,148.6734036024734,3.5000370280100645e-05
"('box2', 2, 0)",0.5369602962466952,6.376806870314928,5.693765892098992,-15,1.5,5.0,-30,-38.75450110792544,37.50701411924256
"('box2', 2, 50)",0.6883889953419765,1.5325707953319312,1.4097657273782827,-30,1.25,10.0,-30,-58.968749118740114,1.76699602826355
"('box2', 2, 60)",0.6910849419823123,1.3239387427456262,1.1808216648382879,-30,1.5,10.0,-30,-25.107042448650784,1.6075624758842655
"('box2', 2, 70)",0.6888594865584751,1.157736841918404,1.0091219345506357,-30,1.5,10.0,-30,5.3974697348576175,1.5930958076848658
"('box2', 2, 100)",0.6285297939336318,1.0641540175951316,0.863269411676501,-30,1.5,inf,-30,28.396913258477035,1.2557669487388772
"('box2', 2, 150)",0.5613730180355243,2.0596266472630753,1.1282425681726722,-30,0.5,5.0,-30,-32.411206257837875,0.8488266904429682
"('box2', 2, 200)",0.4621886099476338,1.1787094421399489,0.439010147010781,-30,0.5,10.0,-30,11.165800967141847,0.30905353778010064
"('box2', 2, 250)",0.27112934109861114,1.3182926541385895,0.15985594456857866,-30,0.5,5.0,-30,-11.427893347523629,0.09852147158365147
"('box2', 2, 300)",0.15254970472379664,1.4992939684920052,0.0985289976116516,15,0.5,5.0,30,112.023367458834,0.07655722907876317
"('box2', 2, 350)",0.13108076939972318,2.4049889840765353,0.07511515727186038,30,0.5,5.0,30,90.22986556886725,0.06512674483546003
"('box2', 2, 400)",0.12551894616215073,3.691552535663802,0.07658392325843687,30,0.5,5.0,30,76.62583909112973,0.050857129003811806
"('box2', 2, 450)",0.1265388451103433,5.039364034262439,0.062339759419306494,30,0.5,5.0,30,69.55421647910471,0.04011387532735523
"('box2', 2, 500)",0.12330228185469319,6.296613769269173,0.08510540495450251,30,0.5,10.0,30,58.13729799816136,0.03202137329751724
"('box2', 2, 550)",0.1398336984825749,8.08536860225794,0.037711361860078764,20,0.5,5.0,30,47.884684227184955,0.02535808445719029
"('box2', 2, 600)",0.15530067183507382,18.397287102729347,0.08374451994051654,30,0.5,20.0,30,38.21647365345014,0.01939294532185244
"('box2', 2, 650)",0.18838253140380196,65.41835955140961,0.16708714663493127,30,0.5,5.0,-30,-67.2907219723682,0.013903722577992227
"('box2', 2, 700)",0.22762072120832447,57.20080213268685,0.5694985739768639,30,0.5,10.0,-20,-34.71997418825256,0.009204368120936026
"('box2', 2, 750)",0.25572642036283144,29.966627190536343,0.6736360875356082,30,0.5,5.0,-30,-34.90249413873678,0.0058145181262555965
"('box2', 2, 800)",0.27066560394466604,10.058046813274135,1.0527208095422338,30,0.5,10.0,-30,-35.91477751021391,0.003799909067739332
"('box2', 2, 850)",0.27688542673171346,13.837273539886457,1.213875209330424,30,0.5,20.0,-20,-31.72407834363021,0.002728080588289
"('box2', 2, 900)",0.27566251325311397,26.297627521183784,0.8686732131194577,30,0.5,5.0,-20,-54.01495505899695,0.002157360821177188
"('box2', 2, 950)",0.2719318985539722,38.29868523990533,0.9847540235966867,30,0.5,5.0,-20,-63.110748074335646,0.0018351051943520755
"('box2', 2, 1000)",0.2677327537849155,50.00145174529864,1.6224411907584055,-30,0.5,5.0,-20,-68.995009600473,0.0016403029909021483
"('box2', 2, 1050)",0.26377940111833664,42.35850779308167,1.2518038270383631,30,0.5,5.0,-20,-73.94854871956531,0.001514770844598275
"('box2', 2, 1100)",0.2602887017326483,46.48342003118963,1.3531533320993667,30,0.5,5.0,-20,-78.26584153596765,0.0014288733260961733
"('box2', 2, 1150)",0.2573118310401833,48.355236448357765,1.9024856473586609,-30,0.5,5.0,-20,-81.88324122876185,0.0013666228334153064
"('box2', 2, 1200)",0.2548415165150988,47.3631952564721,1.2933349773604053,30,0.5,5.0,-20,-84.79245552929585,0.0013188163035477145
"('box2', 2, 1250)",0.2528338949809501,43.176404260062796,2.262688362859056,-15,0.5,5.0,-20,-87.09067152288121,0.0012800203283120262
"('box2', 2, 1300)",0.2512444935892853,39.19914132454495,1.9666152650345534,30,0.5,5.0,-20,-88.90759352240138,0.0012468342820776963
"('box2', 2, 1350)",0.2500263459369821,37.011140702736064,1.7944605982348587,30,0.5,5.0,-20,-90.36460534916937,0.001217096566576397
"('box2', 2, 1400)",0.24913732718349516,35.27577978788228,2.3982635749381895,-30,0.5,5.0,-20,-91.56062613635612,0.0011893750019881537
"('box2', 2, 1450)",0.24853790828243538,33.313552527138185,1.216178361249268,30,0.5,5.0,-20,-92.5701545226883,0.0011627301773049065
"('box2', 2, 1500)",0.24819746727986525,30.550817143907647,1.917313130496082,-30,0.5,10.0,-20,-93.44540479403713,0.0011365006642081843
"('box2', 2, 1550)",0.24807975885965264,26.91678897494905,2.354180785070103,-30,0.5,5.0,-20,-94.22928040109727,0.0011102649839011458
"('box2', 2, 1600)",0.2481671207735172,21.988368028763084,2.3552052178633747,30,0.5,5.0,10,-94.94218214809588,0.001083692205118324
"('box2', 2, 1650)",0.24842426407531074,16.35086964819727,1.7957575836374187,-30,0.5,5.0,10,17.27045509268756,0.0010566104229017968
"('box2', 2, 1700)",0.2488455279344447,11.85365576847806,2.3645011510595557,-30,0.5,5.0,10,17.01823228703892,0.0010288189717221619
"('box2', 2, 1750)",0.24940300579550922,8.499016528500047,1.3054885911411993,30,1.25,inf,-5,16.68126038386603,0.001000249497078741
"('box2', 2, 1800)",0.2500876226647848,7.018445870910064,2.49618971126115,-30,1.25,5.0,-5,16.264865760803776,0.0009708476309512749
"('box2', 2, 1850)",0.25087667803091784,5.8708318824536745,2.9673095484262086,0,1.0,5.0,0,15.788457322156669,0.0009405490720050504
"('box2', 2, 1900)",0.2517615291090371,5.236955112253857,2.1579157854322504,-30,1.5,5.0,-15,15.237475612389554,0.0009093750462691654
"('box2', 2, 1950)",0.25272629962275756,4.991065784704117,1.7371615392728958,-15,1.25,5.0,-15,14.625869396605214,0.0008772925433509066
"('box2', 3, 0)",0.5800222900068935,0.9775416100904604,0.7670490811499742,-30,0.5,10.0,-30,41.339790730444236,1.52189030943719
"('box2', 3, 20)",0.6548713299360552,0.7843734807585214,0.6552918758386485,-30,0.5,20.0,-30,115.06314638375997,0.8663364336518949
"('box2', 3, 30)",0.6775662144155761,0.8404618805535948,0.6368587218670673,-30,0.5,10.0,-30,69.21391100224022,0.7048100391409979
"('box2', 3, 40)",0.6717734745658152,0.858174680927223,0.5719594280428575,-30,0.5,5.0,-30,69.04346668443911,0.5792651934903953
"('box2', 3, 50)",0.6227644661346544,0.8253524962628834,0.4365594065923606,-30,0.5,5.0,-30,46.53104851284737,0.45335472526958187
"('box2', 3, 100)",0.17400678432830652,0.4643430451464141,0.050975055181210725,30,0.75,10.0,30,-50.90700579924098,0.07574116237367076
"('box2', 3, 150)",0.21954761085169378,0.3060490689786034,0.04383561597301594,30,0.5,5.0,20,42.45663822693461,0.041611779459833007
"('box2', 3, 200)",0.2672240635310919,0.8347022475098766,0.005867317645873378,20,0.5,5.0,20,6.485437213908817,0.003732557409013271
"('box2', 3, 250)",0.26373042404520736,0.16551463513027134,0.002269608474661276,-30,0.5,5.0,-30,23.204272177439485,0.0011898659488954
"('box2', 3, 300)",0.23915426024237763,0.15705427313489034,0.00217441301976891,-30,0.5,5.0,-30,64.39552279930669,0.0011083679920697823
"('box2', 3, 350)",0.23807757890171624,0.24937584209905647,0.0021900323254155376,-30,0.5,5.0,-30,73.36486428543421,0.0010126477344666145
"('box2', 3, 400)",0.23833011674046745,0.3477901281380997,0.002086386193390629,-30,0.5,10.0,-30,72.8386949475638,0.0009156984560257951
"('box2', 3, 450)",0.23838209962096302,0.46460168816288216,0.002624123627630373,-30,0.5,20.0,-30,72.30040493993836,0.0008200528927863656
"('box2', 3, 500)",0.23825634357448283,0.596648244701798,0.00274188685714673,-30,0.5,5.0,-30,71.78155571600874,0.0007269645531999345
"('box2', 3, 550)",0.23803300840835945,0.7412829834669996,0.0030054244090343143,-30,0.5,20.0,-30,71.01026660700455,0.0006377690796545499
"('box2', 3, 600)",0.23783155207967488,0.8941501371719692,0.002875973398383816,-30,0.5,10.0,-30,70.31962116271075,0.0005535824836873704
"('box2', 3, 650)",0.23774907216035882,1.0507553211906668,0.00307066909190949,30,0.5,5.0,-30,69.75585278762391,0.00047529095271517315
"('box2', 3, 700)",0.23781149919724331,1.2060067068501072,0.0031867094955682377,-30,0.5,50.0,30,69.3104080519296,0.000403545027675274
"('box2', 3, 750)",0.2379818857509605,1.3565899820631304,0.0022351918624837494,-30,0.5,5.0,-30,68.96549356349841,0.0003387546087469184
"('box2', 3, 800)",0.23822544309989424,1.49806874273318,0.0015495488056760233,-30,0.5,5.0,-30,68.70634444770337,0.0002810938884187603
"('box2', 3, 850)",0.23849637100919951,1.6282359624504181,0.0021174933804042452,-30,0.5,5.0,-30,68.50780382721867,0.00023052681186027773
"('box2', 3, 900)",0.23877502966767383,1.743235223701389,0.0015723216764643975,-30,0.5,5.0,-30,68.35490179157743,0.0001868237139525405
"('box2', 3, 950)",0.23906990250163543,1.8437738385340428,0.0017800617617982997,-30,0.5,5.0,-30,68.2256890257647,0.00014960050720788277
"('box2', 3, 1000)",0.23938450368816833,1.9292840197872938,0.0016510338633985093,-30,0.5,5.0,-30,68.11126960219393,0.0001183532636982245
"('box2', 3, 1050)",0.23971700798434845,2.000250808049684,0.0017585966869509875,-30,0.5,5.0,-30,67.99984446361219,9.249960517391179e-05
"('box2', 3, 1100)",0.24006024047056554,2.057061858164429,0.0007134421763730582,-30,0.5,5.0,-30,67.8978013295242,7.14134769501224e-05
"('box2', 3, 1150)",0.24042244099357316,2.1013020429418527,0.0011551710423781216,-30,0.5,5.0,-30,67.80806282864363,5.445897922556245e-05
"('box2', 3, 1200)",0.24079657270933882,2.1326496249671387,0.001087037259437693,-30,0.5,5.0,-30,67.72540480620029,4.101872836354312e-05
"('box2', 3, 1250)",0.2411847239700826,2.151200474260623,0.0010336162201616318,-30,0.5,10.0,-30,67.65062265154066,3.0513068515723383e-05
"('box2', 3, 1300)",0.24156506992005908,2.157391940727291,0.0007026983824174011,-30,0.5,5.0,-30,67.58727140876246,2.2415140539881834e-05
"('box2', 3, 1350)",0.24194059218856792,2.151696816291621,0.0006324795996153421,-30,0.5,5.0,-30,67.52460027526752,1.6259929036605785e-05
"('box2', 3, 1400)",0.24232310331591916,2.1337144171230142,0.00051106205905973,-30,0.5,5.0,-30,67.46842455512443,1.1645742344469434e-05
"('box2', 3, 1450)",0.2426821208455406,2.1053960159524108,0.0005408192662937142,30,0.5,5.0,-30,67.4114215118371,8.23444880276062e-06
"('box2', 3, 1500)",0.24303537796676225,2.0665887521947934,0.000453592944441147,-30,0.5,10.0,-30,67.37580537280071,5.747342578220976e-06
"('box2', 3, 1550)",0.24335250332867495,2.0180060396889603,0.00019817919775676996,-30,0.5,5.0,-30,67.32632406315174,3.9590732986264345e-06
"('box2', 3, 1600)",0.2436585068326474,1.9607837887473358,0.00025153820930261397,-30,0.5,5.0,-30,67.28363994164881,2.6912762829218206e-06
"('box2', 3, 1650)",0.2439552607067119,1.8960935933811291,0.0002076910890519265,-30,0.5,5.0,-30,67.23727854682782,1.804970307139687e-06
"('box2', 3, 1700)",0.24425189879459747,1.8247807080778258,0.0001687945892921192,-30,0.5,5.0,-30,67.21452800160421,1.194101116081125e-06
"('box2', 3, 1750)",0.24443506349070698,1.747805070481828,0.0003026889794604373,-30,0.5,10.0,-30,67.2048630605183,7.790696946104402e-07
"('box2', 3, 1800)",0.2447270095301801,1.66637879428242,0.00014438620574932929,-30,0.5,5.0,-30,67.17400054499159,5.011761076009245e-07
"('box2', 3, 1850)",0.24499437769070384,1.5804102513883147,0.00010380221271498075,-30,0.5,5.0,-30,67.17055887815637,3.178021937360445e-07
"('box2', 3, 1900)",0.24511507002549668,1.491575876566611,8.395721053867177e-05,30,0.5,5.0,-30,67.18333707806705,1.9858541542393882e-07
"('box2', 3, 1950)",0.24529872242486353,1.4009898660835174,7.117644769805747e-05,-30,0.5,5.0,-30,67.25953698761542,1.2224749990780614e-07
"('box2', 4, 0)",0.6591260948195423,1.3993805499271699,0.8576273415478812,30,0.5,20.0,30,-106.00527677786873,1.5206332009798607
"('box2', 4, 10)",0.639204051276452,0.9048814582867815,0.6704330442468982,30,0.5,5.0,30,-53.995930506475105,0.9760817090393772
"('box2', 4, 20)",0.607532171098581,0.8102542643389701,0.6301329474951547,30,0.5,5.0,30,-16.513492756359295,0.7022369236920945
"('box2', 4, 50)",0.38192692185034255,0.6338397243850491,0.5516830309302063,20,0.5,10.0,5,-15.889596447392544,0.4461590582284701
"('box2', 4, 100)",0.17651466655595327,0.805343932923406,0.6347834608619773,30,1.25,20.0,30,-21.538942272759655,0.6266924213012618
"('box2', 4, 150)",0.1771723505698771,0.8214833417124832,0.4773511121296262,30,0.75,5.0,30,-23.389893796678294,0.4935672156977905
"('box2', 4, 200)",0.17423583758403657,0.21809210386005579,0.16282259745586353,-30,0.75,5.0,-30,16.051287940518918,0.17595311847295875
"('box2', 4, 250)",0.2404757289820863,0.1079160227737362,0.0787039302194717,30,1.25,5.0,30,-19.85403659876582,0.11442792067421689
"('box2', 4, 300)",0.20690289137117543,0.06357685217222697,0.049181239834215476,20,1.25,5.0,30,-34.637865356704054,0.07794754225280252
"('box2', 4, 350)",0.20647515402498376,0.036684702938883734,0.02568476459944493,20,1.0,5.0,20,-35.21168132639988,0.04826088151218848
"('box2', 4, 400)",0.20974107157568744,0.020855268533741984,0.013953543844960387,15,1.0,10.0,15,-33.84723334233909,0.02763599045955365
"('box2', 4, 450)",0.2120691903099572,0.012195142516804942,0.006731846931521493,20,0.75,20.0,15,-33.67252241793079,0.01488979259415647
"('box2', 4, 500)",0.21200788030640652,0.007958957543295089,0.0032458471247326552,30,0.5,20.0,20,-34.686364853797365,0.007653242525836745
"('box2', 4, 550)",0.2127666835559741,0.006144915418110795,0.0014724381972939557,30,0.5,10.0,-5,49.4730379679951,0.003784644584969343
"('box2', 4, 600)",0.21380307171841234,0.0054321807073210646,0.0007222565810196599,20,0.5,10.0,-10,50.20717123281915,0.0018087962494053786
"('box2', 4, 650)",0.2149451037479603,0.005078087877813909,0.0003626003272157785,20,0.5,10.0,-15,51.061200377105294,0.0008373965894080692
"('box2', 4, 700)",0.21586318353159428,0.004674557605801535,0.00016747044194857013,20,0.5,5.0,-15,51.88236995754378,0.0003759284087789319
"('box2', 4, 750)",0.21634939093726047,0.004076411514742693,7.822867067658695e-05,10,0.5,5.0,-20,52.58668476383451,0.00016367318327572785
"('box2', 4, 800)",0.21636142077718853,0.0033425412264822436,3.626704753494261e-05,10,0.5,5.0,-20,53.143537027973046,6.906725741577387e-05
"('box2', 4, 850)",0.2159063848357462,0.0025409744729453796,2.525180504712394e-05,10,0.5,20.0,-20,53.53031071729079,2.820657816123155e-05
"('box2', 4, 900)",0.2151848562180333,0.001788733587647904,1.2581689126294864e-05,-15,0.5,10.0,-20,53.80084631656277,1.1125308847617795e-05
"('box2', 4, 950)",0.21435170496482292,0.0011705716836722447,5.136891109718961e-06,-5,0.5,5.0,-20,53.97265323460977,4.229368389223359e-06
"('box2', 4, 1000)",0.21347098155862848,0.0007069811582814767,2.167600105369179e-06,30,0.5,5.0,-20,54.087196111836484,1.5457869299502952e-06
"('box2', 4, 1050)",0.21252838721346473,0.00039646758100007407,7.823495483415936e-07,15,0.5,5.0,-30,54.10327773928888,5.419425918695989e-07
"('box2', 4, 1100)",0.21183794194176347,0.0002090568850472929,3.9750138532441457e-07,30,0.5,5.0,-20,54.12626469876269,1.8190743492705459e-07
"('box2', 4, 1150)",0.21109434323803003,0.00010252740774500234,1.4766677408142961e-07,-30,0.5,5.0,-20,54.166936917741786,5.831639988758464e-08
